Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,MGLU3.SA,MSFT,NVDA,MGLU3.SA,MSFT,NVDA,MGLU3.SA,MSFT,NVDA,MGLU3.SA,MSFT,NVDA,MGLU3.SA,MSFT,NVDA
Date,,,,,,,,,,,,,,,
2021-01-26,240.67123413085938,224.57435607910156,13.401238441467285,253.00855504940404,226.36259048461247,13.610207445100107,239.92351586334374,222.39946563363333,13.353608850561153,245.34445043123458,224.12004445053907,13.54612010399891,4754965.0,49169600.0,163980000.0
2021-01-27,241.0450897216797,225.1253204345703,12.885048866271973,246.65296139788947,232.41362822434806,13.199251020163084,236.93263931078943,222.45746013387293,12.76136222633586,240.39082481142125,230.05507800589308,13.19650758610802,4804969.0,69870600.0,371272000.0
2021-01-28,244.78366088867188,230.95407104492188,13.017960548400879,247.68106526315592,234.54023092621532,13.305980213848557,237.30649371984342,227.242260831807,12.927689774292137,241.792787922048,227.74490640736087,12.963349659946056,3508936.0,49111200.0,228316000.0
2021-01-29,236.18492126464844,224.2167510986328,12.956865310668945,243.75555718291417,230.07445468944888,13.300992181743666,233.9417817408053,223.62711344100882,12.878813475335058,240.57776221371586,228.11222103772462,13.0418993944989,3864043.0,42503100.0,271552000.0
2021-02-01,233.0071258544922,231.6500244140625,13.2034912109375,240.57776175843077,234.40489193033207,13.237155354799151,231.32476740286077,224.67104047230671,12.870086910458857,240.01698069046412,227.21325082419088,13.020206218914906,3129153.0,33314200.0,217204000.0
2021-02-02,236.46533203125,231.5146942138672,13.522429466247559,240.4842986887043,234.22122782496083,13.537640112927285,235.53067656619362,230.7220750470694,13.251865451039674,236.46533203125,233.24494886053066,13.364829473210449,2946916.0,25916300.0,220440000.0
2021-02-03,239.736572265625,234.88816833496094,13.496246337890625,240.85814963692422,236.9083963663762,13.896480411551202,234.03523206398566,231.2730117923601,13.482281841439514,237.7738233016498,231.57267575464576,13.60147852150151,2241289.0,27158100.0,245408000.0
2021-02-04,236.55877685546875,233.9312286376953,13.629657745361328,244.87713090652366,235.12017945708584,13.638884015904384,235.15680895613414,232.34597562792882,13.303984378713153,239.6431184321899,234.55953921895343,13.496744847218487,2106907.0,25296100.0,201340000.0
2021-02-05,241.60586547851562,234.1149139404297,13.556591987609863,243.8490201987765,235.15886331664257,13.702472457169042,237.21302462993756,232.39433480632584,13.51145660552487,237.21302462993756,234.14391130509483,13.690253523117413,2664180.0,18054800.0,169152000.0
2021-02-08,244.50328063964844,234.37588500976562,14.402195930480957,246.7464202111936,235.54548461677044,14.437107169379326,238.5215497026417,232.77129547098718,13.692497055412968,241.60587614334864,235.03317821875655,13.692497055412968,2755549.0,22211900.0,434624000.0
2021-02-09,245.25099182128906,235.63250732421875,14.227142333984375,247.2137407956045,236.58944983996628,14.54633193614906,242.07319687639878,233.32229056737458,14.186494992054563,244.50327356981708,233.7959240147495,14.304445530674856,2068600.0,23565000.0,287560000.0
2021-02-10,236.46533203125,234.71421813964844,14.726873397827148,244.12942145741428,237.71072545129076,14.86726701398639,234.68950494492103,232.84863750501347,14.305194089086202,243.94248426531027,236.82143855399823,14.426635751382703,4280562.0,22186700.0,485352000.0
2021-02-11,239.736572265625,236.3284454345703,15.212141990661621,242.54050807000746,236.96640211933098,15.233588148929975,236.465323992333,234.066548054239,14.887217234919923,236.465323992333,236.60875817111753,14.942327535790131,2199228.0,15751100.0,450828000.0
2021-02-12,242.16665649414062,236.81175231933594,14.92337417602539,242.8209214169226,237.11140154346458,15.252538666898296,236.93264384600738,234.62718617028378,14.737595004455017,238.52154898347078,235.7871248360226,15.011899381022424,1617879.0,16561100.0,374756000.0
2021-02-16,,235.56483459472656,15.2914400100708,,237.9137243129833,15.333583682390296,,234.81087363563725,14.912152666755418,,236.85043847353833,15.02611361621427,,26728500.0,321960000.0
2021-02-17,238.33460998535156,236.591796875,14.868264198303223,244.97059052907304,236.69837034914275,15.18496053139107,237.9607508527664,233.43336948837552,14.742582775800424,240.39082759070394,233.80153508693996,15.132592717113237,2646517.0,21653500.0,274756000.0
2021-02-18,234.0352325439453,236.19456481933594,14.791460037231445,239.17579169434296,236.33020244115653,14.83559755169139,231.7920930444779,233.35585788287958,14.538102390218642,238.3346048522106,234.2665739651286,14.691712812264509,2413903.0,16925600.0,233868000.0
2021-02-19,233.10060119628906,233.4624481201172,14.888712882995605,237.30650507098755,236.26240798713403,15.138578451468971,226.09076140512488,232.69705272650407,14.809164714592843,232.91367925079956,236.15583450638005,14.986464363253281,4134634.0,25262600.0,271724000.0
2021-02-22,226.6515350341797,227.20367431640625,14.319408416748047,229.17508032553934,230.51712008989588,15.094940323050727,221.1371319792418,225.15941222646893,14.288735986594007,226.46461309483854,230.02301481272858,14.737347388509237,4427602.0,36446900.0,325884000.0
2021-02-23,232.35287475585938,226.00230407714844,14.10619831085205,234.40909232266438,227.51369875344432,14.20270363729607,222.91295851858303,221.60374286957952,13.355602807136345,227.11886224551995,223.15389959487229,14.039616770055638,4692462.0,30228700.0,391780000.0
2021-02-24,230.29666137695312,227.242431640625,14.462294578552246,234.59603377540026,227.87217451705584,14.470025468875216,226.18422616855935,221.86534286345696,13.72117549358805,233.00712865087343,222.84387027633628,14.086997761084495,3999793.0,26339700.0,448320000.0
2021-02-25,224.78225708007812,221.85569763183594,13.273811340332031,233.8483143100983,227.2812177234794,14.338359799227016,222.53910229734402,220.78027969273876,13.18279287659042,229.82933246963253,224.84942345731966,14.009942975832766,6197845.0,39542200.0,824436000.0
2021-02-26,225.99728393554688,225.14004516601562,13.679780960083008,233.287529230318,228.03688018739626,13.819425928931539,224.12800356311493,222.38851609417952,13.327175511220458,225.0626437493309,224.31652159033877,13.71768391501332,4884952.0,37819200.0,500932000.0
2021-03-01,229.45547485351562,229.55801391601562,13.806708335876465,233.66139391083283,230.07150030877193,13.889747625629958,225.90383596234417,225.88608505076567,13.518938870615528,229.5489434486793,228.55040737609846,13.839874015502277,2366155.0,25324000.0,353184000.0
2021-03-02,226.83847045898438,226.58360290527344,13.372310638427734,229.92279679213732,229.90674641249925,13.885258561465347,220.48288060705823,226.17669008909297,13.362086496082524,227.02539239687337,229.62577329771904,13.864810276774925,3779591.0,22812500.0,264116000.0
2021-03-03,234.782958984375,220.47024536132812,12.772335052490234,236.27839553468192,226.3026932136092,13.417447294302892,219.64170203184713,220.1795890634735,12.766349724081724,229.2685557647831,224.92693583938353,13.392261732487302,5045880.0,34029500.0,377592000.0
2021-03-04,237.77381896972656,219.6660614013672,12.338936805725098,240.20389560606984,225.24661396472868,12.942156627364929,232.53980658008481,217.27301482600168,12.053162049000383,234.68949269064444,219.6757593056226,12.768347107015028,4334148.0,44727800.0,573344000.0
2021-03-05,234.8764190673828,224.3843536376953,12.429951667785645,236.83918328045135,226.00232190125158,12.518227637153796,229.54893798581296,219.40449435293812,11.649681669205307,235.43720012955595,222.36915564923834,12.518227637153796,4917283.0,41872800.0,542840000.0
2021-03-08,215.9031219482422,220.3055419921875,11.56390380859375,231.51170634870846,226.09922774531051,12.439680598956922,215.9031219482422,220.05364775366678,11.537220958810948,230.76398808725398,224.16153881806198,12.418484618248886,8864036.0,35267400.0,543112000.0
2021-03-09,218.61358642578125,226.4964599609375,12.492864608764648,224.03453612841497,228.04661703277625,12.58915297729109,217.86586817385032,224.45219752935446,12.032872518718785,220.10902292964317,225.62450584764912,12.103717318430457,7892105.0,33080500.0,521824000.0
2021-03-10,232.7267303466797,225.1788330078125,12.44097900390625,234.50255735426313,229.61614251480628,12.951608944190985,219.36130111771595,224.8106673735163,12.430252699626609,221.978314957003,229.61614251480628,12.812414401535845,4477040.0,29746800.0,384376000.0
2021-03-11,231.79209899902344,229.7420654296875,12.965080261230469,234.40909769025248,231.7185013988533,13.017715472154405,228.61430398272265,227.00991726685575,12.706646923354501,234.31564434251698,227.63967496434546,12.921675458094253,3276738.0,29907600.0,299916000.0
2021-03-12,229.6424102783203,228.40505981445312,12.827879905700684,232.72673666542397,228.47288601625857,12.860558400755847,226.83847442682034,225.9635678671186,12.562461935365478,229.922800813924,226.71926529168064,12.620583999355297,2626610.0,22653700.0,243964000.0
2021-03-15,221.69790649414062,227.49436950683594,13.162398338317871,231.41822824594396,227.86253513915054,13.17786450569352,220.10901668963035,224.5878360729254,12.739325911655435,227.58618374923347,227.63970504856758,12.836612510302881,8244870.0,26034900.0,221988000.0
2021-03-16,225.71688842773438,230.30401611328125,13.262179374694824,227.9600431224721,232.58079165526098,13.482945034139199,220.57634464529085,228.58915733168988,13.08806057976147,222.63256215826826,228.91856089009485,13.32728610302978,4086041.0,28092200.0,272128000.0
2021-03-17,223.754150390625,229.6548614501953,13.312071800231934,224.7822591971282,231.11782590064755,13.423826358065483,218.8005283012315,225.96356679010717,12.961090738858868,223.00643212267144,228.79259055790016,13.011230890483592,4016985.0,29562100.0,243864000.0
2021-03-18,208.23902893066406,223.53176879882812,12.694671630859375,222.91295761906642,226.89365986372928,13.15516234877373,206.27626471737497,223.15392009504285,12.689183821002722,222.0717707779809,225.3144388483078,13.107766589188097,5808376.0,34833000.0,293896000.0
2021-03-19,208.33248901367188,223.17330932617188,12.817651748657227,211.69722123910316,225.22725468550234,12.893236407341995,205.90241225250406,222.2044649440889,12.584912282194678,210.10831609849433,223.82243328816043,12.722111331728998,6818166.0,46430700.0,299208000.0
2021-03-22,204.78082275390625,228.6375732421875,13.1574068069458,212.444926968817,229.51921032583812,13.365201337258199,200.48146581350622,222.96982813508149,12.878518163290803,209.36058546566946,223.0957826256277,12.884505556862722,4948395.0,30127000.0,297804000.0
2021-03-23,201.04225158691406,230.17803955078125,13.042162895202637,205.90240493656302,233.53993058565143,13.315313523141738,199.54681509541246,229.68393426051932,12.992770693426694,203.75271879196228,230.09084710839232,13.225260895786674,3311411.0,31638400.0,222048000.0
2021-03-24,190.38729858398438,228.12413024902344,12.61534595489502,201.04226122514962,230.584988750321,13.130467384128083,188.89186202078955,227.98849261168252,12.609110196305469,200.7618706814836,230.43966799009635,13.12248450929095,6398974.0,25620100.0,245840000.0
2021-03-25,189.73304748535156,225.10130310058594,12.507829666137695,195.99516898739049,229.5579932292461,12.686937600120892,186.6487210325501,224.35530356076237,12.245156109805109,187.39643930857443,227.9690890133867,12.472158430279157,5247875.0,34061900.0,295144000.0
2021-03-26,186.7421875,229.11231994628906,12.811166763305664,193.47162141203515,229.33516480269495,12.828129777722712,184.12517356375056,224.33592414252797,12.346435741039809,190.6676855327766,224.33592414252797,12.52703960237944,5399715.0,25479900.0,363968000.0
2021-03-29,183.6578369140625,227.91094970703125,12.919930458068848,187.3964280699721,229.42234452431325,13.033930762466612,181.32122887741724,224.65563210696564,12.67222340266419,186.27485072319922,229.21888070657533,12.792210150425614,4435054.0,25227500.0,273520000.0
2021-03-30,187.48988342285156,224.6265869140625,12.843596458435059,189.9199753241074,226.56427577324476,12.946870446006306,181.50815275700657,223.89995359186915,12.677211223962546,182.1624176521023,226.25423845974706,12.81391165780955,3877504.0,24792000.0,200204000.0
2021-03-31,189.17225646972656,228.4244384765625,13.31905460357666,191.22847399696602,231.65069196343762,13.441036818007415,183.84477546857104,225.1497398150981,12.954104273344193,188.4245382329611,225.65354302072146,12.987032086914477,3889328.0,43623500.0,314776000.0
2021-04-01,191.04153442382812,234.7994384765625,13.781540870666504,196.46248394869173,235.27416275546804,13.839662938961883,187.39642712486358,230.63340473786727,13.481697266878992,189.5461132167372,231.0403175983828,13.542564667727822,4611913.0,30338000.0,308276000.0
2021-04-05,190.8546142578125,241.31011962890625,13.956907272338867,193.75201860392178,242.17239068872982,13.983349061346393,186.27485150831848,235.13856978082137,13.702963516628792,192.5369726611972,235.1966980885901,13.837169845879437,2917643.0,36910600.0,255672000.0
2021-04-06,192.53697204589844,240.13775634765625,13.831180572509766,193.6585493938143,241.62977011192532,14.023508948217044,187.48988160414248,239.18829304312138,13.743373709319306,190.10689541594618,239.89554526503267,13.969128528914258,2837649.0,22931900.0,191744000.0
2021-04-07,188.61146545410156,242.1141815185547,14.112565040588379,191.8827290196944,243.11208995194932,14.212345745226544,187.2094975328091,239.4886217782839,13.681509770167526,191.60233848498223,240.08930050581336,13.8503891147305,2711661.0,22719800.0,251284000.0
2021-04-08,204.2200469970703,245.35984802246094,14.285686492919922,204.6873747137177,246.22211896020715,14.439848580798873,188.89185341789477,244.1487925040875,14.217834429624835,189.07879060364624,244.89480684275546,14.221577027023853,6038767.0,23625200.0,244416000.0
2021-04-09,202.53768920898438,247.87881469726562,14.368504524230957,205.8089374927402,248.01445230499095,14.376487399978567,201.8834395522332,244.57505215783846,14.143997206045507,202.35075202263755,244.99164810178397,14.182911465292467,3828013.0,24326800.0,195172000.0
2021-04-12,202.3507537841797,247.93698120117188,15.17573356628418,204.96776768169784,249.6421568563987,15.318920021528413,201.9768946559628,246.6871636099301,14.10832355732677,203.56579976281742,246.77437084385804,14.258494671285924,2224621.0,27148700.0,869324000.0
2021-04-13,207.49131774902344,250.4365997314453,15.6452054977417,208.33248937102528,251.11480269296214,15.665660842942339,200.76186853434962,248.8283143494718,15.09266661909423,203.00500810741968,249.24493994589406,15.198185406927466,3100895.0,23837500.0,676212000.0
2021-04-14,206.74359130859375,247.626953125,15.243586540222168,208.89327744834523,250.76599972850002,15.686116082177877,204.4069679839606,247.21035710130818,15.19419434234969,208.89327744834523,249.45808335489943,15.590824967588683,2593445.0,23070900.0,385500000.0
2021-04-15,207.49131774902344,251.41506958007812,16.101951599121094,210.48217559569412,251.83166548952116,16.1787828311244,206.55666228315673,249.70022599230052,15.59730724324384,207.67823969355769,249.89397709198684,15.628239569569075,1972879.0,25627500.0,598480000.0
2021-04-16,204.87429809570312,252.61643981933594,15.877695083618164,207.95862445275935,252.86834878524257,16.130391273514505,203.37886159007655,249.5742842546529,15.830547687158697,207.39784338701512,251.38601826813823,16.017886885902797,2123725.0,24878600.0,335208000.0
2021-04-19,202.3507537841797,250.6788330078125,15.328147888183594,207.02398526302494,253.3334872183758,15.772923106015662,201.32264499351612,249.78751256640643,15.199679663743014,204.78083049372364,252.0836694522153,15.502515973412681,2363246.0,23209300.0,404420000.0
2021-04-20,201.88343811035156,250.21376037597656,15.138066291809082,203.75271847408098,252.09332084855362,15.463103177953343,200.20106443617135,248.8379883396468,14.93027175102343,202.2572972326437,249.78746648115802,15.289733297176399,2194663.0,19722900.0,334132000.0
2021-04-21,,252.46142578125,15.326902389526367,,252.55831612118936,15.328897870294862,,249.23518738541122,15.069217022476046,,250.8725365600106,15.08568045250739,,24030400.0,216776000.0
2021-04-22,197.6775360107422,249.15771484375,14.817769050598145,204.22004783189425,253.62407311137608,15.404732561298331,197.30367688544226,247.675369385478,14.751164524185567,202.9115485172101,252.10298038374276,15.341371048130137,2419248.0,25606200.0,277788000.0
2021-04-23,203.0984649658203,253.0137176513672,15.231860160827637,203.0984649658203,253.36251702181963,15.30145742751269,197.4905934856449,249.2545965223237,14.867658762397687,198.70563942195736,249.84560700091777,14.901583837660734,2765300.0,21462600.0,227500000.0
2021-04-26,202.9115447998047,253.4011993408203,15.444146156311035,203.84618497206594,254.26348490713997,15.445144372581304,200.9487806160056,252.06421912468366,15.09191855117164,201.97688937981232,253.50778758202804,15.151787737676853,2098750.0,19763300.0,197796000.0
2021-04-27,195.80824279785156,253.80810546875,15.348105430603027,202.35075469964917,254.9900965251815,15.636223539949636,195.62130560903165,252.01573786157752,15.320914745553782,201.88344222306247,253.4302420547571,15.544424764978839,1702181.0,31014200.0,164572000.0
2021-04-28,193.00430297851562,246.62904357910156,15.243335723876953,197.21020666769604,248.54736625555358,15.498277676293545,192.35005332656283,245.06920340585762,15.182219958648238,195.71477017881466,248.1016765154935,15.330894227668153,3051233.0,46903100.0,209416000.0
2021-04-29,189.3591766357422,244.64292907714844,15.291230201721191,193.19122112756145,248.12109220549493,15.402735421350044,186.0879131923917,241.2422900692782,15.038534012309515,192.81736201267194,247.50103229223495,15.366315280445992,3677295.0,40589000.0,173196000.0
2021-04-30,187.20950317382812,244.3231964111328,14.976669311523438,190.5742354349554,245.1951653222367,15.331391948089882,185.7140666133271,241.82359063612526,14.964196843057776,187.86375285711432,241.95922827340004,15.141309320988226,3146163.0,30945100.0,201912000.0
2021-05-03,188.61146545410156,244.0131378173828,14.804296493530273,189.26571511767384,246.42556556334108,15.213399517501575,185.99446679981247,243.29618767860939,14.75515457193646,187.9572157905293,245.50515160701323,15.091915952218422,1903202.0,19626600.0,203912000.0
2021-05-04,184.59249877929688,240.06996154785156,14.319859504699707,189.0787930754749,243.3834226009024,14.60548351021586,183.56438998741714,238.1032084823828,13.979605762771778,188.61146535271808,243.15089460915,14.605234194064387,2080382.0,32756100.0,405324000.0
2021-05-05,185.9944610595703,238.7910614013672,14.426876068115234,187.7702880549165,241.72665851651166,14.781100101801474,183.93822829043447,238.1613185049612,14.356031261377987,185.5271333509852,241.30036464917603,14.676827896830993,1607508.0,21901300.0,292024000.0
2021-05-06,181.88201904296875,241.94949340820312,14.491233825683594,186.46178200270012,242.07544790335874,14.539378487118478,180.3865977533845,237.0665244288139,14.186901594652294,185.5271417907435,238.77168514885318,14.46354450761362,2893416.0,26491100.0,193380000.0
2021-05-07,185.9010009765625,244.59445190429688,14.779851913452148,185.99446957210358,246.37712196610335,14.938004951268432,180.66698834223865,243.3446344100169,14.639659154793648,183.00359649664324,244.2940977367673,14.77586095177006,2521758.0,27032900.0,229328000.0
2021-05-10,179.45193481445312,239.4789276123047,14.234546661376953,186.74218000615792,243.8871721456594,14.77361480521807,178.0499669310839,239.42079931949323,14.218831179640134,185.90099317704397,243.05396545411676,14.754905626506135,2372377.0,29299900.0,268904000.0
2021-05-11,180.57351684570312,238.55850219726562,14.274957656860352,181.2277665085163,238.91698460242347,14.323351634044649,174.40486409826593,235.01254367594237,13.719924719305602,177.58265906602398,236.93085104431583,13.794760482002326,2851933.0,33641600.0,285584000.0
2021-05-12,173.75059509277344,231.5537872314453,13.72840690612793,178.98462276738667,236.76617428558296,14.229059448974494,172.90942350943752,230.65276913029612,13.679264978066083,177.58265488076233,234.62502188222368,13.978857359837182,2341457.0,36684400.0,303408000.0
2021-05-13,178.7976837158203,235.45822143554688,13.635359764099121,179.91926106294892,237.94815830209154,14.049951578607851,175.05910780645593,233.89838157163038,13.429560705304242,175.806826037875,234.26654712441513,14.003053498838458,2119245.0,29624300.0,285404000.0
2021-05-14,178.984619140625,240.41873168945312,14.211846351623535,184.4990219835475,241.41664023771423,14.296660469396379,177.3022455125808,237.8416168235882,13.718427810389011,183.19052271527386,237.92880927148076,13.859618779775268,2889952.0,23901100.0,258616000.0
2021-05-17,176.27413940429688,237.541259765625,14.134516716003418,179.6388714630067,238.90733389963685,14.138258361698899,175.05910870778328,235.93298931819714,13.823199804125263,178.70421604505512,238.8685866288401,14.126035208352397,1685107.0,24970200.0,216980000.0
2021-05-18,177.30224609375,235.50668334960938,13.98509407043457,181.414696339667,238.73293676771192,14.372744539408409,175.43296577515497,235.33228368148391,13.973369549779672,175.9937468211873,238.5972991517883,14.235794791896778,1936763.0,20168000.0,186256000.0
2021-05-19,174.59178161621094,236.08934020996094,14.034985542297363,178.70421667700123,236.19615977249046,14.048705544452684,173.28328232372877,231.7000623001794,13.5136283151605,175.33949985412391,232.38952189852841,13.536827089785591,1804370.0,25739800.0,344000000.0
2021-05-20,175.15257263183594,239.35215759277344,14.580540657043457,176.46108724646538,240.7796485451355,14.651634785498597,173.84407326493843,236.8079288721816,14.239288650141086,174.59179154537472,236.9050429466048,14.271218250684296,1187300.0,21800700.0,321592000.0
2021-05-21,173.1898193359375,238.080078125,14.95895767211914,175.52642746922257,241.14869958916404,15.188704394306292,170.57280541856366,237.66252014234408,14.836975470600194,175.24603693286542,240.4106828949787,15.130581380695212,2448212.0,21863100.0,672992000.0
2021-05-24,186.92910766601562,243.52780151367188,15.57785415649414,187.48988873744372,243.89681720123167,15.710562682530705,173.00288174974764,240.3523610667104,15.142806946301995,173.37674087994358,240.6242626835881,15.179227091268276,4701550.0,21411500.0,554816000.0
2021-05-25,187.1160430908203,244.44064331054688,15.613524436950684,193.09777386982688,245.44085609856307,15.78390062989543,187.1160430908203,243.56667586272647,15.448636054291189,188.79840153697467,244.48920035043204,15.731515688642954,3614012.0,17704300.0,435408000.0
2021-05-26,183.8447723388672,244.21728515625,15.66565990447998,190.57422110746558,245.62535032961603,15.759204849313566,183.6578351589926,243.4986795313988,15.552159199574525,190.29381533765374,244.15900782110472,15.699835249824558,2089769.0,17771600.0,370440000.0
2021-05-27,183.09706115722656,242.10031127929688,15.454124450683594,185.43366926141488,244.2075562246332,15.715551486129144,181.97548377803287,242.0420487637388,15.42618581428935,184.49902906928583,243.90652334923186,15.665411340003494,2442962.0,24426200.0,581476000.0
2021-05-28,189.26571655273438,242.45962524414062,16.208967208862305,190.8546216743701,244.79022976769062,16.241895971116058,183.37745428820614,242.3431002040979,15.467094680123962,184.12517255159568,243.7414599547223,15.467094680123962,2078863.0,18270200.0,644536000.0
2021-05-31,188.42454528808594,,,190.66768483464043,,,186.74218681623717,,,189.35918549517265,,,1339878.0,,
2021-06-01,190.2003631591797,240.24557495117188,16.228925704956055,193.0042988926072,244.02308167300643,16.352405722230404,188.89184863524417,239.8183115062777,15.868465912540023,189.35917634005907,243.96481914949945,16.234414466994544,1924136.0,23213300.0,472804000.0
2021-06-02,191.6023406982422,240.14846801757812,16.741552352905273,198.70564898090487,242.06149983846979,16.881746071409232,189.2657173039427,238.73068244821363,16.19999004949202,190.7611538366573,240.95446747459332,16.216703748851284,2929094.0,19406700.0,594168000.0
2021-06-03,,238.6044464111328,16.932632446289062,,239.21621769181948,17.221251110202772,,235.9728089764974,16.54672909422112,,238.12861113279604,16.66422171356892,,25307700.0,580008000.0
2021-06-04,194.8735809326172,243.53756713867188,17.53980255126953,196.74287652060835,244.3726979731938,17.622369971455573,191.69580130462882,240.35242042503725,17.058108515470927,192.63044147475887,240.59519084417119,17.07506962668008,1914289.0,25281100.0,617120000.0
2021-06-07,194.40628051757812,246.47018432617188,17.580461502075195,196.18210762427404,246.7420859510418,17.773538777831064,192.25659427011823,242.58585846514237,17.155145283700683,195.71477988638605,242.75094053613284,17.53281737668069,1453561.0,23079200.0,575756000.0
2021-06-08,196.7428741455078,245.26608276367188,17.418819427490234,200.29452809594954,248.60660578316927,17.582958923593143,194.87357858008298,245.20780542191213,17.21326870411962,197.11673325859277,247.78118050982368,17.488915337757103,3750328.0,22455000.0,323848000.0
2021-06-09,189.45265197753906,246.2565460205078,17.324254989624023,197.11674123428725,248.14044644004764,17.540581599427167,188.98532425534123,245.88754513842665,17.221956717147687,196.74288210607529,246.47018512896247,17.48144775740917,2869809.0,17937600.0,381656000.0
2021-06-10,189.54612731933594,249.8009796142578,17.390872955322266,190.5742361465865,250.0146187160083,17.45774307819324,186.27486364295763,246.33422658590115,17.142361968917207,190.10690840775186,246.93629233581967,17.316020982496898,1673036.0,24563600.0,287772000.0
2021-06-11,190.4807586669922,250.43218994140625,17.790340423583984,191.41539885334635,251.01481505817372,17.90411747791694,186.83563601906775,249.18917733216443,17.409587335871944,189.54611848063803,250.529274370833,17.445266757133176,1211303.0,18999700.0,416308000.0
2021-06-14,192.44351196289062,252.37440490722656,17.983461380004883,193.75202655050734,252.43266743095788,18.004170788962366,190.48076295306305,249.37373675977506,17.628159574298614,191.0415440279476,250.44193241994543,17.870933087725838,1773739.0,19150500.0,321376000.0
2021-06-15,195.24745178222656,250.88865661621094,17.7536563873291,197.95793435961374,252.47152454666934,17.98096105586387,191.41540703238343,250.22832816517982,17.69327569958672,192.16312531250873,252.25788538485787,17.879909685136024,2423033.0,18038900.0,243032000.0
